date,state,rainfall_24h,rainfall_cumulative,soil_moisture,slope,elevation,ndvi,distance_to_road,historical_landslide_density,temperature,risk_score
2012-04-14,Sikkim,20.03,148.55,64.32,24.38,1104.35,100.0,11.31,39.48,30.65,27.85
2012-04-15,Meghalaya,31.71,121.99,40.13,51.25,612.17,85.97,20.11,66.82,30.57,33.26
2012-04-16,Arunachal Pradesh,160.74,292.96,99.08,49.38,1669.19,100.0,21.8,100.0,24.65,58.82
2012-04-17,Arunachal Pradesh,47.87,113.33,49.9,53.38,3927.54,100.0,27.95,25.54,19.5,42.64
2012-04-18,Nagaland,36.86,94.08,55.08,32.35,93.68,100.0,2.46,68.27,23.95,38.96
2012-04-19,Manipur,92.99,177.45,72.61,7.87,2040.79,100.0,29.42,29.53,31.24,37.6
2012-04-20,Tripura,150.2,264.36,100.0,35.17,2694.0,100.0,4.43,82.59,15.47,68.08
2012-04-21,Mizoram,57.76,113.05,55.03,53.88,3236.55,100.0,40.33,40.06,13.06,37.05
2012-04-22,Nagaland,203.94,351.78,100.0,43.73,2997.45,100.0,48.15,51.04,24.55,63.4
2012-04-23,Mizoram,49.74,100.23,36.12,34.8,343.99,100.0,14.49,56.08,24.35,28.07
2012-04-24,Tripura,133.6,259.33,100.0,49.65,1874.39,97.9,25.33,31.1,17.33,57.96
2012-04-25,Assam,86.13,178.26,95.14,47.23,361.06,100.0,41.16,39.66,20.86,46.95
2012-04-26,Arunachal Pradesh,61.55,114.3,59.41,50.18,2498.43,100.0,15.73,34.78,12.21,33.09
2012-04-27,Nagaland,107.08,207.15,69.15,32.08,354.27,100.0,7.89,36.73,13.27,48.82
2012-04-28,Tripura,26.16,110.96,46.03,47.47,241.24,100.0,36.95,60.76,30.71,29.2
2012-04-29,Arunachal Pradesh,71.37,66.8,52.98,13.49,1258.81,100.0,34.92,37.43,21.61,19.91
2012-04-30,Sikkim,63.78,168.79,92.0,45.96,3758.39,100.0,28.5,51.1,12.5,42.46
2012-05-01,Arunachal Pradesh,101.41,153.07,64.23,28.44,2854.49,100.0,47.22,27.45,34.05,44.56
2012-05-02,Mizoram,87.16,162.38,89.15,24.09,65.9,100.0,47.76,38.26,15.25,46.07
2012-05-03,Sikkim,104.38,93.38,41.4,19.93,1174.68,100.0,43.08,6.85,17.92,26.76
2012-05-04,Meghalaya,126.66,262.62,87.25,12.85,119.12,100.0,14.65,20.11,34.31,45.11
2012-05-05,Tripura,72.75,129.51,65.25,17.76,1212.53,100.0,11.27,20.32,14.52,27.37
2012-05-06,Tripura,90.74,166.12,76.47,45.52,2757.69,100.0,41.79,23.05,34.22,46.75
2012-05-07,Meghalaya,170.57,309.48,96.9,57.29,3051.13,96.23,32.57,74.99,28.06,69.16
2012-05-08,Sikkim,88.18,103.44,79.39,26.51,3226.23,100.0,19.81,48.07,20.67,35.47
2012-05-09,Tripura,71.15,159.21,90.78,10.73,3644.46,100.0,20.49,34.1,24.87,38.72
2012-05-10,Arunachal Pradesh,130.45,271.61,91.7,39.63,1494.88,100.0,42.67,37.34,22.7,51.2
2012-05-11,Manipur,74.3,168.42,65.88,28.29,3457.26,100.0,8.16,34.36,30.12,36.21
2012-05-12,Nagaland,177.46,300.43,91.08,9.31,2924.29,100.0,47.2,65.68,11.57,56.31
2012-05-13,Nagaland,148.24,274.01,100.0,26.1,2174.14,100.0,31.66,76.46,30.33,49.95
2012-05-14,Tripura,57.83,133.72,56.77,51.28,3820.79,100.0,39.57,27.4,34.27,44.7
2012-05-15,Mizoram,64.71,177.41,53.56,18.79,3793.58,100.0,18.54,48.56,20.74,45.7
2012-05-16,Assam,136.45,304.87,81.29,41.02,3595.54,100.0,29.34,47.1,14.79,58.25
2012-05-17,Nagaland,129.61,227.98,95.6,20.77,848.8,100.0,37.5,69.42,12.72,52.63
2012-05-18,Tripura,141.82,271.99,73.92,41.41,871.15,100.0,21.76,85.23,18.67,59.18
2012-05-19,Assam,76.17,137.55,61.53,49.16,3608.96,100.0,24.4,1.07,13.27,44.77
2012-05-20,Manipur,85.72,195.24,80.58,32.65,1621.76,100.0,29.1,29.57,15.74,39.9
2012-05-21,Arunachal Pradesh,69.54,172.71,49.31,8.59,3199.9,100.0,3.17,42.45,26.36,35.82
2012-05-22,Sikkim,69.96,148.27,72.39,46.44,2763.42,100.0,43.16,6.0,20.39,41.63
2012-05-23,Manipur,50.92,147.14,64.56,40.11,3061.31,100.0,43.33,76.7,32.53,35.52
2012-05-24,Mizoram,147.45,271.31,65.65,57.77,153.78,100.0,14.07,76.4,21.6,54.44
2012-05-25,Tripura,99.59,197.46,82.42,13.9,1748.33,100.0,43.99,7.99,13.85,31.78
2012-05-26,Mizoram,102.81,169.0,79.74,33.45,3435.52,100.0,37.26,65.85,13.47,45.22
2012-05-27,Arunachal Pradesh,141.96,269.82,96.73,66.73,1985.21,99.69,24.16,92.73,27.33,71.88
2012-05-28,Arunachal Pradesh,17.35,52.91,58.15,18.84,2776.03,100.0,17.39,38.53,25.85,25.48
2012-05-29,Assam,100.28,235.21,90.91,11.99,3036.01,100.0,19.97,50.43,27.7,42.32
2012-05-30,Nagaland,151.67,243.78,99.71,36.71,527.0,100.0,26.72,71.86,18.47,55.82
2012-05-31,Manipur,32.78,109.92,47.8,38.56,665.19,100.0,20.63,20.09,32.88,28.23
2012-06-01,Tripura,142.91,253.94,69.84,19.94,2911.99,100.0,21.01,50.76,12.84,43.2
2012-06-02,Nagaland,100.55,211.47,64.87,50.43,265.55,100.0,10.16,41.79,10.82,46.75
2012-06-03,Meghalaya,93.39,187.76,65.37,33.11,1400.49,100.0,35.39,69.21,28.55,43.33
2012-06-04,Assam,94.7,159.32,100.0,35.94,3676.43,100.0,30.48,44.61,26.93,45.93
2012-06-05,Sikkim,40.28,154.17,58.78,36.88,2318.71,100.0,49.6,0.0,22.34,32.47
2012-06-06,Mizoram,12.78,33.69,38.91,37.27,3646.39,100.0,7.06,2.57,11.09,24.58
2012-06-07,Assam,132.07,273.82,91.25,48.81,1272.19,100.0,5.69,61.45,12.86,61.68
2012-06-08,Tripura,35.88,35.88,41.83,43.43,2564.67,100.0,25.8,24.45,14.88,21.36
2012-06-09,Assam,60.02,128.48,92.92,7.72,1182.63,100.0,7.6,16.67,25.97,29.75
2012-06-10,Manipur,210.23,426.52,99.42,20.67,488.93,100.0,30.53,47.95,26.58,59.89
2012-06-11,Arunachal Pradesh,84.53,165.77,100.0,42.31,3963.25,100.0,9.81,31.1,26.92,48.46
2012-06-12,Arunachal Pradesh,104.78,211.03,84.38,25.05,746.12,100.0,24.15,51.08,30.08,36.65
2012-06-13,Arunachal Pradesh,55.05,196.67,93.76,24.28,794.51,100.0,30.57,56.83,10.62,50.49
2012-06-14,Sikkim,150.7,270.33,94.37,48.82,3375.58,100.0,22.9,66.72,26.08,61.84
2012-06-15,Sikkim,18.74,88.46,69.92,23.0,3218.84,81.28,16.0,43.63,16.29,27.81
2012-06-16,Arunachal Pradesh,130.63,270.14,79.86,27.85,3912.43,100.0,39.12,52.2,24.28,54.98
2012-06-17,Tripura,27.62,36.24,26.92,30.64,333.39,95.85,42.73,0.0,28.45,16.69
2012-06-18,Arunachal Pradesh,187.73,312.17,100.0,36.37,421.8,100.0,13.9,89.34,28.0,68.19
2012-06-19,Assam,113.1,224.85,100.0,62.36,1822.42,100.0,40.67,92.3,17.2,59.23
2012-06-20,Sikkim,38.15,43.39,32.87,38.51,2387.4,100.0,19.58,46.06,18.88,34.79
2012-06-21,Arunachal Pradesh,82.31,228.25,96.4,27.92,200.22,100.0,24.38,22.14,32.93,41.51
2012-06-22,Tripura,114.77,252.41,100.0,16.83,675.64,100.0,11.59,14.18,31.22,43.12
2012-06-23,Nagaland,53.53,154.6,80.82,36.88,2828.18,100.0,31.29,29.2,16.43,37.05
2012-06-24,Nagaland,64.89,200.13,76.9,22.85,2690.73,100.0,5.05,84.47,24.68,43.06
2012-06-25,Meghalaya,156.29,313.37,100.0,21.09,404.26,100.0,29.58,59.35,12.68,54.33
2012-06-26,Nagaland,83.72,166.39,83.59,56.55,3730.08,100.0,49.49,55.33,26.35,49.99
2012-06-27,Meghalaya,145.5,202.96,66.67,27.17,1056.32,100.0,37.67,46.4,25.53,39.29
2012-06-28,Tripura,104.43,179.4,70.08,70.44,3554.56,100.0,44.75,55.39,16.6,51.13
2012-06-29,Nagaland,113.31,193.87,62.73,58.83,3695.8,100.0,23.21,57.61,20.55,56.19
2012-06-30,Sikkim,136.58,279.62,94.31,20.99,1985.78,100.0,7.11,50.37,29.56,54.81
2012-07-01,Tripura,169.39,307.32,99.37,51.25,1677.27,100.0,14.42,54.83,16.39,67.77
2012-07-02,Mizoram,40.58,48.25,60.98,26.64,1148.64,100.0,2.45,3.92,29.21,25.65
2012-07-03,Meghalaya,125.67,273.11,100.0,11.37,3239.16,100.0,25.09,45.17,17.91,57.63
2012-07-04,Manipur,188.32,385.65,100.0,26.63,826.52,100.0,32.48,46.52,30.99,62.91
2012-07-05,Sikkim,126.99,299.51,100.0,56.79,2507.39,100.0,21.22,89.97,10.76,64.63
2012-07-06,Assam,97.29,150.73,85.8,19.24,2290.18,100.0,28.16,44.53,16.45,41.43
2012-07-07,Arunachal Pradesh,157.12,298.54,96.32,25.31,1033.14,100.0,16.04,50.4,14.44,56.61
2012-07-08,Sikkim,205.31,317.71,67.65,33.16,3933.04,100.0,4.29,44.02,32.26,55.3
2012-07-09,Meghalaya,107.78,289.24,100.0,43.72,3392.98,100.0,21.6,74.41,20.71,52.01
2012-07-10,Nagaland,118.19,228.51,72.04,12.64,131.09,100.0,27.39,53.6,23.64,40.61
2012-07-11,Sikkim,114.0,206.19,91.67,46.45,1717.9,100.0,49.13,44.71,16.05,50.75
2012-07-12,Assam,25.25,65.71,48.03,18.99,1467.94,100.0,17.36,33.21,13.21,21.3
2012-07-13,Nagaland,131.17,260.11,100.0,54.81,3537.1,100.0,33.89,46.26,24.96,56.45
2012-07-14,Assam,28.23,112.97,48.17,42.75,1094.76,100.0,41.13,45.96,17.08,37.24
2012-07-15,Nagaland,119.48,163.3,62.0,53.69,3993.88,100.0,16.77,36.82,33.22,50.97
2012-07-16,Arunachal Pradesh,23.3,140.82,60.7,21.21,840.31,100.0,46.5,24.9,21.91,18.71
2012-07-17,Manipur,38.46,126.53,73.62,28.61,1013.34,100.0,16.94,54.22,13.45,23.21
2012-07-18,Mizoram,64.28,201.97,83.74,36.09,2681.02,95.07,48.49,71.87,10.59,35.1
2012-07-19,Manipur,56.94,203.84,89.25,48.91,686.17,100.0,0.11,27.01,15.81,52.8
2012-07-20,Tripura,134.86,248.32,91.57,29.57,3560.77,100.0,31.71,46.54,18.0,49.09
2012-07-21,Nagaland,70.22,189.61,91.9,51.57,484.22,100.0,39.5,68.3,15.17,47.4
2012-07-22,Nagaland,30.14,72.18,68.67,15.46,3934.1,100.0,14.0,4.08,19.14,40.51
2012-07-23,Sikkim,52.59,110.17,84.75,25.38,3504.84,100.0,5.85,25.77,31.97,33.59
2012-07-24,Manipur,93.36,252.94,95.74,33.45,3366.64,100.0,1.22,62.94,11.2,58.0
2012-07-25,Meghalaya,92.18,158.7,76.83,26.78,1658.51,100.0,3.72,28.48,30.03,39.12
2012-07-26,Arunachal Pradesh,94.87,200.16,100.0,7.49,2078.88,100.0,27.15,7.16,20.64,42.05
2012-07-27,Assam,134.8,215.89,100.0,18.35,1852.61,100.0,41.96,34.07,32.66,48.34
2012-07-28,Meghalaya,149.78,248.44,97.47,20.54,3950.34,100.0,3.16,40.89,26.68,43.68
2012-07-29,Arunachal Pradesh,113.92,200.67,59.22,35.33,187.56,100.0,5.66,78.88,14.12,41.43
2012-07-30,Arunachal Pradesh,77.64,224.34,59.61,27.71,1557.75,100.0,0.26,93.38,33.99,40.73
2012-07-31,Sikkim,65.16,168.29,82.85,35.0,3875.13,100.0,14.11,51.05,13.87,47.01
2012-08-01,Sikkim,190.12,368.85,100.0,18.32,1509.09,100.0,46.06,57.95,18.41,53.77
2012-08-02,Meghalaya,90.73,113.82,51.92,42.82,1623.61,100.0,13.81,20.57,34.47,39.16
2012-08-03,Tripura,105.97,210.35,87.38,14.0,2543.64,100.0,22.04,10.11,15.3,42.72
2012-08-04,Tripura,58.8,122.9,50.88,47.74,3633.71,100.0,8.95,69.39,25.78,52.76
2012-08-05,Assam,58.38,157.26,80.04,62.31,1213.36,100.0,5.81,27.44,34.44,48.88
2012-08-06,Mizoram,36.05,200.34,89.04,50.98,3793.04,100.0,9.12,68.74,27.22,50.92
2012-08-07,Manipur,86.45,84.06,65.69,15.97,1166.12,100.0,10.52,74.12,26.57,37.93
2012-08-08,Meghalaya,58.35,153.51,75.73,33.27,3270.81,100.0,6.51,21.55,25.54,31.56
2012-08-09,Nagaland,66.57,238.05,83.2,50.53,1139.56,100.0,39.58,20.74,23.89,41.56
2012-08-10,Tripura,147.73,251.21,87.07,30.29,338.29,100.0,23.86,59.87,33.73,45.75
2012-08-11,Mizoram,25.52,94.27,76.24,66.65,3258.6,100.0,26.99,78.47,23.59,54.06
2012-08-12,Assam,51.24,153.92,77.01,30.57,1827.8,100.0,18.73,20.87,26.58,40.25
2012-08-13,Assam,98.26,111.15,69.55,50.13,1593.46,97.24,10.54,65.37,28.47,38.4
2012-08-14,Meghalaya,94.38,202.22,81.74,23.49,1748.04,100.0,4.7,66.92,23.19,48.96
2012-08-15,Sikkim,167.74,269.85,100.0,43.25,2465.73,100.0,3.8,66.25,32.19,66.83
2012-08-16,Meghalaya,17.07,157.52,85.89,22.58,1087.64,100.0,9.26,29.09,10.57,29.72
2012-08-17,Mizoram,156.48,276.42,85.86,27.04,987.23,100.0,42.51,67.31,19.88,55.91
2012-08-18,Sikkim,33.27,71.5,63.19,48.78,1959.58,100.0,10.83,31.1,25.42,37.47
2012-08-19,Mizoram,67.96,185.8,73.77,3.28,190.75,100.0,17.74,29.32,10.47,24.0
2012-08-20,Nagaland,24.7,106.57,66.02,11.27,2589.26,100.0,28.64,19.01,33.42,19.64
2012-08-21,Sikkim,6.1,94.99,71.53,10.48,3300.23,100.0,25.57,30.36,30.66,40.32
2012-08-22,Nagaland,154.53,358.21,89.87,58.93,2923.3,100.0,33.29,78.81,15.48,65.55
2012-08-23,Tripura,45.73,95.19,42.78,16.49,1903.74,100.0,9.72,27.25,18.29,28.62
2012-08-24,Nagaland,120.47,299.46,90.0,73.82,2283.29,100.0,26.2,72.01,26.93,57.2
2012-08-25,Mizoram,58.04,212.16,71.48,9.62,153.41,100.0,38.39,47.92,18.53,40.95
2012-08-26,Arunachal Pradesh,170.28,274.68,92.5,5.83,3653.8,100.0,19.38,25.8,31.42,53.07
2012-08-27,Mizoram,62.24,116.49,88.68,19.7,2254.35,100.0,48.59,15.28,16.21,34.6
2012-08-28,Nagaland,72.91,161.25,89.93,27.96,1299.82,100.0,28.9,62.82,30.46,51.35
2012-08-29,Arunachal Pradesh,50.6,117.92,54.87,48.44,1209.65,100.0,33.74,64.61,21.62,31.91
2012-08-30,Nagaland,35.94,172.27,87.49,19.26,2655.65,100.0,22.95,23.01,21.33,32.16
2012-08-31,Manipur,128.45,208.12,80.97,55.77,2358.1,100.0,42.89,43.6,14.21,53.38
2012-09-01,Arunachal Pradesh,84.16,186.03,82.36,49.64,791.98,100.0,22.57,39.45,34.58,43.16
2012-09-02,Assam,7.66,30.87,31.46,25.42,1669.18,100.0,47.11,0.0,18.62,21.36
2012-09-03,Mizoram,172.77,313.49,82.89,42.98,2720.92,100.0,15.37,81.73,15.12,65.36
2012-09-04,Manipur,74.0,246.67,100.0,23.29,1225.74,100.0,43.29,53.53,10.81,50.13
2012-09-05,Assam,37.98,179.89,76.47,21.61,2061.64,100.0,31.97,20.85,22.34,34.36
2012-09-06,Meghalaya,23.07,99.75,67.79,45.55,1056.77,100.0,39.95,56.9,10.81,31.48
2012-09-07,Assam,39.54,134.49,90.81,23.59,333.14,100.0,1.89,52.93,21.38,35.93
2012-09-08,Assam,102.71,222.92,81.0,44.24,1583.57,100.0,13.86,53.41,32.57,52.99
2012-09-09,Meghalaya,132.69,236.87,83.93,33.34,2941.71,100.0,42.35,59.4,22.45,49.95
2012-09-10,Manipur,68.71,229.72,100.0,50.19,894.71,100.0,15.92,66.69,11.08,52.72
2012-09-11,Mizoram,244.0,468.79,100.0,36.63,3030.29,100.0,35.63,74.91,16.61,70.8
2012-09-12,Nagaland,62.38,152.94,58.54,47.15,2694.49,100.0,49.61,49.46,11.22,43.75
2012-09-13,Mizoram,78.25,158.7,82.78,27.84,2054.11,100.0,8.86,47.11,32.05,45.16
2012-09-14,Sikkim,32.86,93.21,55.08,54.96,3887.25,100.0,20.88,50.94,16.0,53.41
2012-09-15,Sikkim,75.26,176.43,62.95,18.21,3539.49,100.0,8.26,27.93,11.63,29.21
2012-09-16,Nagaland,138.46,256.28,92.6,43.81,2274.55,100.0,7.71,46.5,34.11,57.77
2012-09-17,Manipur,186.74,375.68,100.0,8.81,2253.23,100.0,31.65,83.91,22.18,69.06
2012-09-18,Meghalaya,119.54,248.48,72.31,42.58,1147.2,100.0,9.57,48.61,20.14,55.71
2012-09-19,Arunachal Pradesh,17.62,38.28,29.92,44.42,3684.78,100.0,24.13,10.41,33.18,37.15
2012-09-20,Meghalaya,29.91,48.99,48.6,63.13,3588.92,100.0,48.9,70.04,23.27,35.76
2012-09-21,Mizoram,17.62,116.07,46.71,42.03,2981.12,100.0,16.66,41.77,17.04,34.82
2012-09-22,Manipur,42.15,66.97,34.25,15.68,555.13,100.0,43.68,23.05,29.8,13.46
2012-09-23,Arunachal Pradesh,54.41,117.67,63.62,35.15,2829.4,100.0,19.82,38.21,16.79,33.48
2012-09-24,Tripura,36.23,86.76,73.94,19.17,1049.8,100.0,13.14,53.37,21.07,39.53
2012-09-25,Meghalaya,114.12,171.64,86.15,18.94,795.8,100.0,16.81,17.17,30.08,33.35
2012-09-26,Mizoram,34.65,114.39,61.27,29.02,3048.89,100.0,6.38,57.91,33.29,35.51
2012-09-27,Arunachal Pradesh,103.27,199.96,99.23,1.89,3840.95,100.0,33.95,37.58,25.15,37.16
2012-09-28,Manipur,127.21,215.3,100.0,58.19,480.18,100.0,25.45,79.01,22.62,60.28
2012-09-29,Sikkim,66.85,233.68,94.1,35.87,697.71,100.0,30.69,42.22,11.9,36.83
2012-09-30,Mizoram,148.98,176.24,69.76,15.59,915.98,100.0,15.15,89.08,25.43,46.38
2012-10-01,Meghalaya,110.17,180.72,99.58,22.42,3853.5,100.0,32.67,37.05,18.16,51.58
2012-10-02,Assam,52.98,106.4,84.06,30.0,2800.77,100.0,8.23,34.4,22.86,37.48
2012-10-03,Manipur,77.42,111.79,66.16,18.5,2729.24,100.0,32.62,12.23,28.62,39.09
2012-10-04,Manipur,56.84,225.58,100.0,18.78,2044.86,100.0,4.06,39.39,26.01,45.02
2012-10-05,Assam,124.66,326.89,93.66,30.4,2173.5,100.0,20.01,40.7,12.42,50.91
2012-10-06,Meghalaya,112.1,190.77,47.15,55.21,1196.18,100.0,30.49,99.97,19.93,47.37
2012-10-07,Manipur,94.72,242.83,74.0,51.99,660.46,100.0,42.77,24.31,14.99,50.47
2012-10-08,Tripura,25.2,111.66,65.43,41.85,3132.09,100.0,40.62,0.0,13.78,31.04
2012-10-09,Nagaland,51.12,192.92,77.47,14.76,1909.24,100.0,26.35,25.5,15.51,33.37
2012-10-10,Mizoram,44.33,112.21,76.87,23.41,1061.23,100.0,44.17,40.26,33.02,43.11
2012-10-11,Tripura,11.98,85.24,34.76,42.7,2549.49,100.0,25.3,67.0,27.81,38.22
2012-10-12,Meghalaya,30.99,152.58,48.53,18.15,877.36,100.0,25.86,37.05,32.7,23.53
2012-10-13,Assam,31.55,147.3,80.9,39.95,1980.67,93.88,36.03,38.05,22.66,39.42
2012-10-14,Mizoram,68.36,158.61,50.18,5.1,801.37,100.0,43.89,28.55,10.03,30.88
2012-10-15,Manipur,121.11,193.96,74.73,37.9,3050.7,100.0,30.14,63.79,10.86,47.02
2012-10-16,Tripura,55.62,102.9,60.95,59.72,1317.17,100.0,47.21,26.75,13.62,45.89
2012-10-17,Manipur,70.69,82.07,46.66,53.67,1794.71,100.0,11.63,64.75,29.52,44.14
2012-10-18,Nagaland,70.71,187.55,86.18,54.53,3031.78,100.0,46.22,18.76,15.04,57.88
2012-10-19,Assam,76.71,173.55,43.78,43.76,2655.41,100.0,11.08,44.34,12.54,39.93
2012-10-20,Sikkim,83.19,186.36,100.0,35.16,1628.83,100.0,26.32,44.25,31.52,49.36
2012-10-21,Sikkim,147.87,270.8,89.21,63.95,330.56,100.0,39.8,40.51,15.71,53.7
2012-10-22,Arunachal Pradesh,67.38,105.34,58.51,19.05,3690.35,100.0,40.08,30.74,22.56,32.55
2012-10-23,Sikkim,149.37,286.56,100.0,41.28,81.3,100.0,13.91,50.54,18.49,52.88
2012-10-24,Nagaland,81.25,196.08,58.82,47.4,2951.65,100.0,49.29,58.16,32.41,50.53
2012-10-25,Sikkim,73.44,125.43,49.41,20.57,3784.35,100.0,4.03,38.6,27.62,27.64
2012-10-26,Sikkim,212.08,366.99,100.0,29.55,1261.35,100.0,1.74,68.91,21.35,50.32
2012-10-27,Mizoram,132.16,222.3,61.11,30.47,348.0,100.0,42.08,37.32,31.58,42.97
2012-10-28,Manipur,12.85,60.65,59.56,52.08,1035.7,92.58,40.95,45.14,28.17,34.33
2012-10-29,Tripura,101.49,156.81,62.27,28.69,1288.0,100.0,35.64,64.26,30.22,37.09
2012-10-30,Assam,32.79,88.46,33.45,25.06,1832.72,100.0,42.54,47.31,34.44,27.09
2012-10-31,Mizoram,83.72,240.68,96.04,48.85,2124.69,100.0,6.88,64.55,15.08,44.82
2012-11-01,Manipur,36.96,85.36,65.42,58.82,2915.05,100.0,4.78,28.62,15.06,49.28
2012-11-02,Assam,93.26,162.65,72.55,60.25,3608.62,100.0,48.47,4.55,23.91,42.21
2012-11-03,Assam,174.23,286.62,100.0,11.73,1885.93,100.0,31.21,4.77,23.32,52.53
2012-11-04,Manipur,105.61,200.8,68.59,46.94,2998.0,100.0,45.99,66.34,31.73,44.18
2012-11-05,Arunachal Pradesh,63.49,216.92,96.38,10.31,552.44,100.0,45.32,20.8,13.9,27.6
2012-11-06,Arunachal Pradesh,57.18,192.0,83.31,53.3,1348.69,100.0,32.66,30.25,20.63,39.73
2012-11-07,Manipur,158.62,282.2,100.0,58.78,516.41,100.0,31.42,54.52,23.2,61.11
2012-11-08,Sikkim,103.25,179.16,68.27,30.01,2782.38,100.0,18.0,40.2,21.6,47.84
2012-11-09,Assam,152.84,208.83,61.0,12.29,3635.2,100.0,7.46,38.71,11.68,52.14
2012-11-10,Sikkim,116.65,188.52,67.47,45.42,3561.78,100.0,34.33,36.9,13.7,53.65
2012-11-11,Arunachal Pradesh,74.59,82.9,55.62,7.52,1339.47,100.0,40.89,40.35,13.84,20.54
2012-11-12,Manipur,97.76,226.24,95.46,9.93,975.17,100.0,27.23,33.22,24.9,38.93
2012-11-13,Arunachal Pradesh,184.84,380.69,100.0,50.88,1132.5,100.0,2.54,68.46,20.72,65.2
2012-11-14,Sikkim,79.12,153.67,73.96,13.18,1184.97,100.0,7.25,13.47,14.45,32.65
2012-11-15,Tripura,54.66,147.34,95.35,62.63,374.87,100.0,5.1,95.03,28.42,55.56
2012-11-16,Nagaland,51.57,83.79,56.4,59.57,576.71,100.0,32.89,44.86,30.07,34.87
2012-11-17,Tripura,119.01,150.92,62.2,22.93,897.21,100.0,28.24,47.42,15.25,48.82
2012-11-18,Arunachal Pradesh,60.74,143.33,75.27,8.34,82.27,100.0,23.33,31.96,28.07,27.74
2012-11-19,Nagaland,68.59,168.22,47.91,16.16,236.56,100.0,27.17,59.78,11.59,35.65
2012-11-20,Manipur,139.05,326.73,79.58,50.1,2809.27,100.0,13.8,50.76,31.4,51.45
2012-11-21,Meghalaya,30.36,178.06,73.6,70.68,2496.33,100.0,40.24,73.66,34.07,59.95
2012-11-22,Nagaland,83.98,164.82,58.97,22.06,3784.42,100.0,16.43,31.21,13.9,41.69
2012-11-23,Manipur,147.44,307.65,92.41,54.89,1636.94,100.0,32.22,71.99,29.65,60.25
2012-11-24,Nagaland,94.8,204.8,94.98,39.0,1805.11,100.0,19.54,43.07,12.43,50.4
2012-11-25,Sikkim,84.52,176.86,83.27,36.45,317.55,100.0,3.61,84.19,34.03,49.74
2012-11-26,Tripura,113.23,218.34,82.51,40.35,651.39,100.0,12.85,49.76,21.3,49.56
2012-11-27,Assam,96.95,189.63,79.17,38.08,2781.85,100.0,48.25,16.89,23.38,41.55
2012-11-28,Meghalaya,73.61,156.34,64.9,13.25,978.41,100.0,9.53,29.67,29.1,26.29
2012-11-29,Sikkim,15.24,139.12,80.56,26.56,3104.45,100.0,5.25,39.86,16.22,44.67
2012-11-30,Meghalaya,116.79,233.77,98.64,4.9,2837.44,100.0,14.56,38.45,19.97,45.37
2012-12-01,Mizoram,27.28,160.6,86.98,33.91,3001.69,100.0,43.9,17.56,11.75,33.11
2012-12-02,Meghalaya,121.98,197.04,93.58,18.99,2777.8,100.0,15.3,15.52,25.37,42.76
2012-12-03,Mizoram,14.74,0.0,40.81,59.77,2845.27,100.0,20.87,77.05,29.98,43.35
2012-12-04,Mizoram,40.22,91.81,47.89,61.72,2209.86,100.0,15.5,45.52,31.3,46.42
2012-12-05,Nagaland,93.41,156.67,68.82,38.5,2729.04,100.0,49.45,42.48,23.41,41.19
2012-12-06,Nagaland,70.43,95.9,60.93,46.11,2128.41,100.0,49.99,84.42,29.15,40.27
2012-12-07,Assam,61.97,194.97,68.88,14.5,864.05,100.0,24.14,52.79,13.75,32.69
2012-12-08,Assam,204.5,303.29,100.0,23.62,909.55,100.0,39.24,51.46,28.59,61.56
2012-12-09,Arunachal Pradesh,123.78,258.98,100.0,29.91,1650.95,100.0,11.0,55.57,10.11,59.12
2012-12-10,Mizoram,15.94,154.47,69.09,40.13,104.97,100.0,18.71,85.42,14.87,37.81
2012-12-11,Manipur,147.19,224.78,100.0,30.28,3562.72,100.0,33.97,34.95,25.87,56.02
2012-12-12,Arunachal Pradesh,136.44,245.42,97.48,31.06,1109.65,100.0,14.32,66.76,18.01,51.84
2012-12-13,Assam,108.24,266.48,85.85,48.04,253.58,100.0,11.23,74.29,20.27,47.28
2012-12-14,Tripura,56.42,118.01,69.78,53.13,1726.48,100.0,46.11,49.57,30.65,44.83
2012-12-15,Meghalaya,118.84,241.56,76.7,64.69,3271.61,100.0,12.21,55.58,24.28,58.06
2012-12-16,Manipur,85.25,203.45,67.49,33.44,1619.54,100.0,2.96,55.13,19.97,43.39
2012-12-17,Arunachal Pradesh,130.97,253.4,97.83,13.01,1087.6,100.0,37.55,41.79,21.64,49.11
2012-12-18,Sikkim,42.57,95.93,66.52,35.56,2202.36,100.0,12.16,51.75,31.21,30.93
2012-12-19,Assam,52.54,97.57,99.93,44.58,2318.8,100.0,22.51,9.27,22.14,30.51
2012-12-20,Nagaland,32.82,55.44,48.76,37.21,3048.8,100.0,5.58,97.81,31.88,41.16
2012-12-21,Mizoram,45.28,141.79,60.42,12.53,3209.03,100.0,3.43,42.33,16.18,41.76
2012-12-22,Arunachal Pradesh,59.93,113.58,76.56,42.33,2839.52,100.0,23.02,52.2,23.34,47.92
2012-12-23,Assam,97.12,243.52,88.33,27.0,67.93,100.0,16.85,88.96,19.23,44.72
2012-12-24,Arunachal Pradesh,45.69,182.1,66.71,38.29,58.21,100.0,25.3,34.86,24.78,37.53
2012-12-25,Arunachal Pradesh,81.45,125.91,56.39,14.04,3910.93,100.0,48.29,15.72,24.39,34.16
2012-12-26,Assam,145.53,297.82,96.87,9.81,1093.61,100.0,20.37,38.16,24.28,50.05
